record_id,priority,category,category_zh,title,authors,year,arxiv_id,primary_category,project_role_zh,local_type,local_file,official_url,license_url,pages,bytes,sha256,access_date
P67,A,05_evaluation_and_security,评测方法与安全隔离,"LongBench: A Bilingual, Multitask Benchmark for Long Context Understanding",Yushi Bai; Xin Lv; Jiajie Zhang; Hongchang Lyu; Jiankai Tang; Zhidian Huang; Zhengxiao Du; Xiao Liu; Aohan Zeng; Lei Hou; Yuxiao Dong; Jie Tang; Juanzi Li,2023,2308.14508,cs.CL,长上下文多任务评测基准,official_link,02_paper_links/05_evaluation_and_security/67_LongBench_A_Bilingual_Multitask_Benchmark_for_Long_Context_Understanding.url,https://arxiv.org/abs/2308.14508,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,056a9251a1789db05dc917371bfacd60a93077118d8070eff8f7c222540f95a0,2026-08-30
P68,A,05_evaluation_and_security,评测方法与安全隔离,RULER: What's the Real Context Size of Your Long-Context Language Models?,Cheng-Ping Hsieh; Simeng Sun; Samuel Kriman; Shantanu Acharya; Dima Rekesh; Fei Jia; Yang Zhang; Boris Ginsburg,2024,2404.06654,cs.CL,长上下文压力测试与长度外推,open_access_pdf,01_open_access_papers/05_evaluation_and_security/68_RULER_What_s_the_Real_Context_Size_of_Your_Long_Context_Language_Models.pdf,https://arxiv.org/abs/2404.06654,https://creativecommons.org/licenses/by/4.0/,27,682955,8a4bc6ca28d84570eec7f42652400c2121f4c8bc361701634e596772e396fc22,2026-08-30
P69,A,05_evaluation_and_security,评测方法与安全隔离,Rethinking Key-Value Cache Compression Techniques for Large Language Model Serving,Wei Gao; Xinyu Zhou; Peng Sun; Tianwei Zhang; Yonggang Wen,2025,2503.24000,cs.LG,生产视角KV压缩收益复核,official_link,02_paper_links/05_evaluation_and_security/69_Rethinking_Key_Value_Cache_Compression_Techniques_for_Large_Language_Model_Serving.url,https://arxiv.org/abs/2503.24000,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,6b8a54d0378cb621c19ec006365b86fa3dcf4551eb085ed0e72b855b8702f77c,2026-08-30
P70,A,05_evaluation_and_security,评测方法与安全隔离,Auditing Prompt Caching in Language Model APIs,Chenchen Gu; Xiang Lisa Li; Rohith Kuditipudi; Percy Liang; Tatsunori Hashimoto,2025,2502.07776,cs.CL,Prompt缓存时序侧信道审计,open_access_pdf,01_open_access_papers/05_evaluation_and_security/70_Auditing_Prompt_Caching_in_Language_Model_APIs.pdf,https://arxiv.org/abs/2502.07776,https://creativecommons.org/licenses/by/4.0/,20,1319600,2212495b4ebd4cac1770256075eed284e5c67ca59f852a3aa9cc5ee66f30e8b7,2026-08-30
P71,B,05_evaluation_and_security,评测方法与安全隔离,Selective KV-Cache Sharing to Mitigate Timing Side-Channels in LLM Inference,Kexin Chu; Zecheng Lin; Dawei Xiang; Zixu Shen; Jianchang Su; Cheng Chu; Yiwei Yang; Wenhui Zhang; Wenfei Wu; Wei Zhang,2025,2508.08438,cs.CR,隐私感知的选择性KV共享,official_link,02_paper_links/05_evaluation_and_security/71_Selective_KV_Cache_Sharing_to_Mitigate_Timing_Side_Channels_in_LLM_Inference.url,https://arxiv.org/abs/2508.08438,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,4978658bfff5866be3ac9e3ddfe263c5c29a90989a9b3da0a961adf0f93ab301,2026-08-30
P72,B,05_evaluation_and_security,评测方法与安全隔离,Shadow in the Cache: Unveiling and Mitigating Privacy Risks of KV-cache in LLM Inference,Zhifan Luo; Shuo Shao; Su Zhang; Lijing Zhou; Yuke Hu; Chenxu Zhao; Zhihao Liu; Zhan Qin,2025,2508.09442,cs.CR,KV张量反演与隐私风险,official_link,02_paper_links/05_evaluation_and_security/72_Shadow_in_the_Cache_Unveiling_and_Mitigating_Privacy_Risks_of_KV_cache_in_LLM_Inference.url,https://arxiv.org/abs/2508.09442,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,62c8a66b96ba954e0bd03ac1741811518999014d6551d1a3bf890cfe86171db1,2026-08-30
P73,B,05_evaluation_and_security,评测方法与安全隔离,CachePrune: Privacy-Aware and Fine-Grained KV Cache Sharing for Efficient LLM Inference,Guanlong Wu; Zhaohan li; Yao Zhang; Zheng Zhang; Jianyu Niu; Ye Wu; Yinqian Zhang,2026,2605.23640,cs.CR,细粒度隐私感知缓存共享,open_access_pdf,01_open_access_papers/05_evaluation_and_security/73_CachePrune_Privacy_Aware_and_Fine_Grained_KV_Cache_Sharing_for_Efficient_LLM_Inference.pdf,https://arxiv.org/abs/2605.23640,https://creativecommons.org/licenses/by/4.0/,16,1527807,9931a243af5c90cf09be641f6f4df5698aa18530f74cca5e72e9a0cdc3af6ce2,2026-08-30
P74,B,05_evaluation_and_security,评测方法与安全隔离,PrefixWall: Mitigating Prefix Caching Side Channels in Shared LLM Systems,Panagiotis Georgios Pennas; Konstantinos Papaioannou; Marco Guarnieri; Thaleia Dimitra Doudali,2026,2603.10726,cs.CR,前缀缓存侧信道防御,official_link,02_paper_links/05_evaluation_and_security/74_PrefixWall_Mitigating_Prefix_Caching_Side_Channels_in_Shared_LLM_Systems.url,https://arxiv.org/abs/2603.10726,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,fe82655971f0bb2b340254e0f9f92af3b3324568b291945773247efc47447a3a,2026-08-30
P75,C,05_evaluation_and_security,评测方法与安全隔离,CacheProbe: Auditing Prompt Cache Isolation in Gateway APIs,Ryan Fahey,2026,2605.30613,cs.CR,网关API缓存隔离审计,official_link,02_paper_links/05_evaluation_and_security/75_CacheProbe_Auditing_Prompt_Cache_Isolation_in_Gateway_APIs.url,https://arxiv.org/abs/2605.30613,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,,56,4fa92603f2172c9b64320c710ea59e8904b832ff11526c48bd1fbfed7949d25e,2026-08-30
P76,C,05_evaluation_and_security,评测方法与安全隔离,HijackKV: New Threat in Position-Independent KV Cache Reuse,Yichi Zhang; Zhiqi Wang; Huan Zhang; Yuchen Yang,2026,2607.19957,cs.CR,位置无关复用的新型安全威胁,open_access_pdf,01_open_access_papers/05_evaluation_and_security/76_HijackKV_New_Threat_in_Position_Independent_KV_Cache_Reuse.pdf,https://arxiv.org/abs/2607.19957,https://creativecommons.org/licenses/by/4.0/,20,1070753,fadabcf7146e7e8f19b0916a5d4dfcc7d43526f110bcb0887010719054abc4fa,2026-08-30
